repository,path,category,subsystem,audit_status,audit_method,relevant_findings,changes_required
server,docs/screenshots/frontend-layout/after/compose-final-billing-versions-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/compose-final-history-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/compose-final-runtime-evidence.json,documentation,documentation,inventory-reviewed; final subsystem gate pending,"inventory plus instruction, link, safety, and provenance review",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-1024x768-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-1440x900-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-2560x1440-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-3440x1440-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-390x844-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-expanded-768x1024-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-versions-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-versions-1920x1080-zoom125.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-versions-1920x1080-zoom150.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-billing-versions-1920x1080-zoom80.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-history-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-history-1920x1080-zoom125.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-history-1920x1080-zoom150.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-history-1920x1080-zoom80.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/after/dev-runtime-evidence.json,documentation,documentation,inventory-reviewed; final subsystem gate pending,"inventory plus instruction, link, safety, and provenance review",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/before/compose-billing-expanded-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/before/compose-billing-versions-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/before/compose-history-1920x1080-zoom100.png,binary-reference,documentation,inventory-reviewed; final subsystem gate pending,inventory plus visual/content-specific regression gate,No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
server,docs/screenshots/frontend-layout/before/compose-runtime-evidence.json,documentation,documentation,inventory-reviewed; final subsystem gate pending,"inventory plus instruction, link, safety, and provenance review",No file-specific defect identified during subsystem audit.,None beyond applicable subsystem gates.
